id,inmate_id,location_id,date
49406,2011-1229168,12,2013-03-19
49407,2012-0826111,68,2013-03-05
49408,2012-0712259,23,2013-03-06
49409,2013-0102079,1469,2013-02-08
49410,2013-0205104,980,2013-02-11
49411,2009-1224032,123,2013-02-25
49412,2013-0205193,196,2013-03-05
49413,2012-1108210,44,2013-03-13
49414,2013-0109174,25,2013-03-06
49415,2013-0205125,53,2013-02-20
49416,2013-0117140,107,2013-02-26
49417,2013-0116053,29,2013-02-13
49418,2012-1020060,2,2013-02-22
49419,2012-1121180,44,2013-03-13
49420,2013-0128131,115,2013-02-22
49421,2013-0203102,58,2013-03-06
49422,2012-0426129,5,2013-03-14
49423,2013-0205089,103,2013-02-06
49424,2012-0814088,6,2013-04-03
49425,2012-0912047,100,2013-03-06
49426,2012-1221082,68,2013-02-06
49427,2012-0817065,45,2013-03-07
49428,2013-0130098,57,2013-02-20
49429,2012-1008175,526,2013-02-22
49430,2013-0205100,2,2013-02-14
49431,2013-0205057,647,2013-02-11
49432,2013-0204052,66,2013-03-07
49433,2012-0913248,11,2013-02-20
49434,2012-1212047,48,2013-04-03
49435,2013-0202044,156,2013-02-13
49436,2012-1230064,214,2013-02-13
49437,2013-0205043,165,2013-02-07
49438,2012-1229073,25,2013-02-26
49439,2013-0205190,191,2013-02-14
49440,2013-0116079,57,2013-02-26
49441,2013-0205182,73,2013-02-25
49442,2012-0809136,29,2013-03-12
49443,2012-0610085,360,2013-02-22
49444,2012-1221154,32,2013-03-12
49445,2013-0205171,10,2013-02-28
49446,2013-0201021,159,2013-02-08
49447,2010-0108216,139,2013-02-06
49448,2010-1217148,39,2013-02-26
49449,2013-0205133,54,2013-02-06
49450,2013-0205146,369,2013-02-13
49451,2009-0012286,140,2013-02-06
49452,2013-0109107,25,2013-03-07
49453,2013-0130040,194,2013-02-26
49454,2013-0204171,28,2013-03-08
49455,2013-0119054,126,2013-02-15
49456,2012-0303154,2,2013-03-15
49457,2013-0120014,138,2013-02-07
49458,2013-0202008,132,2013-02-13
49459,2013-0201093,99,2013-03-08
49460,2013-0203094,73,2013-02-19
49461,2013-0108044,107,2013-02-08
49462,2012-0913093,140,2013-02-15
49463,2012-0829091,11,2013-02-21
49464,2013-0205128,2,2013-02-06
49465,2013-0130111,10,2013-02-13
49466,2012-1230075,25,2013-02-27
49467,2012-0728210,7,2013-03-19
49468,2013-0205118,1495,2013-02-07
49469,2012-1109176,781,2013-02-07
49470,2013-0205059,69,2013-02-11
49471,2009-0059146,38,2013-03-05
49472,2013-0205105,76,2013-02-14
49473,2013-0204071,1646,2013-02-06
49474,2013-0203066,320,2013-02-07
49475,2012-0211066,83,2013-03-19
49476,2012-0929124,87,2013-02-19
49477,2013-0205208,51,2013-02-22
49478,2012-0824229,35,2013-03-07
49479,2012-0926121,99,2013-03-19
49480,2012-1005105,72,2013-03-05
49481,2013-0115099,108,2013-02-22
49482,2012-0829105,91,2013-02-06
49483,2013-0113071,114,2013-02-27
49484,2013-0120054,367,2013-02-13
49485,2012-0511221,52,2013-03-06
49486,2013-0131148,427,2013-02-26
49487,2012-1004247,73,2013-03-12
49488,2013-0205174,83,2013-03-19
49489,2013-0205093,57,2013-02-11
49490,2013-0205064,57,2013-02-26
49491,2013-0202093,1463,2013-02-20
49492,2012-0617022,140,2013-03-06
49493,2013-0205117,62,2013-02-13
49494,2013-0205116,227,2013-02-13
49495,2012-1014073,76,2013-03-07
49496,2012-1104074,99,2013-03-15
49497,2012-1011034,35,2013-03-13
49498,2013-0202029,156,2013-02-13
49499,2013-0123169,1647,2013-02-26
49500,2012-1115084,15,2013-02-25
49501,2011-1107091,34,2013-03-08
49502,2012-1106062,12,2013-03-26
49503,2013-0205137,17,2013-02-06
49504,2013-0123200,431,2013-02-13
49505,2013-0205071,1191,2013-02-06
49506,2013-0205033,1648,2013-02-25
49507,2013-0129035,51,2013-03-13
49508,2012-1218149,394,2013-02-07
49509,2013-0123102,30,2013-02-11
49510,2013-0115109,81,2013-02-07
49511,2013-0205148,1075,2013-02-19
49512,2013-0205149,22,2013-02-19
49513,2013-0205119,156,2013-02-13
49514,2012-0821077,2,2013-02-22
49515,2013-0205112,114,2013-02-06
49516,2012-0915197,52,2013-03-11
49517,2012-0328149,52,2013-02-27
49518,2013-0101089,99,2013-03-06
49519,2012-0815111,83,2013-03-18
49520,2013-0205102,722,2013-02-07
49521,2012-1219119,11,2013-02-19
49522,2013-0202071,90,2013-02-08
49523,2013-0101137,55,2013-03-11
49524,2009-0024976,7,2013-03-11
49525,2013-0109025,81,2013-02-11
49526,2013-0205008,227,2013-02-13
49527,2013-0130036,47,2013-02-08
49528,2013-0205011,138,2013-02-19
49529,2013-0203060,114,2013-02-26
49530,2011-1226031,28,2013-02-27
49531,2012-0717140,140,2013-03-06
49532,2012-1217143,25,2013-02-06
49533,2011-0626131,58,2013-02-06
49534,2012-0407104,31,2013-02-06
49535,2013-0202137,181,2013-02-21
49536,2013-0108158,76,2013-03-21
49537,2012-0908221,2,2013-02-19
49538,2012-0808217,90,2013-02-15
49539,2012-0712165,76,2013-02-19
49540,2012-0918135,76,2013-02-15
49541,2012-1219083,192,2013-02-13
49542,2012-1023173,82,2013-02-06
49543,2013-0205176,12,2013-02-08
49544,2013-0205065,2,2013-02-06
49545,2012-1116155,52,2013-03-11
49546,2013-0116128,193,2013-02-26
49547,2012-1210009,4,2013-03-14
49548,2013-0131127,107,2013-02-26
49549,2012-0316090,486,2013-02-26
49550,2012-1218001,1069,2013-02-08
49551,2012-0826144,90,2013-02-15
49552,2012-0715097,60,2013-02-22
49553,2013-0203178,320,2013-02-13
49554,2012-0801176,123,2013-02-06
49555,2013-0205095,71,2013-02-13
49556,2013-0205098,68,2013-02-06
49557,2013-0118139,715,2013-02-07
49558,2012-0906235,2,2013-02-15
49559,2011-0610081,83,2013-02-26
49560,2013-0202116,320,2013-02-06
49561,2011-0722139,72,2013-03-08
49562,2012-0715146,60,2013-02-22
49563,2012-0420150,99,2013-02-08
49564,2013-0203138,367,2013-02-19
49565,2013-0205150,1649,2013-02-06
49566,2013-0205024,710,2013-03-11
49567,2012-0728005,90,2013-02-15
49568,2013-0205052,57,2013-02-26
49569,2012-1126058,15,2013-02-14
49570,2013-0205023,309,2013-02-11
49571,2013-0205087,69,2013-02-11
49572,2013-0116075,41,2013-02-13
49573,2013-0205211,1650,2013-02-19
49574,2011-0303215,87,2013-02-15
49575,2013-0202220,132,2013-02-13
49576,2012-1117103,38,2013-02-19
49577,2012-0713073,11,2013-02-21
49578,2013-0202161,73,2013-02-22
49579,2012-0814109,29,2013-03-12
49580,2012-0807078,31,2013-02-06
49581,2012-0625214,48,2013-03-21
49582,2013-0130152,126,2013-02-26
49583,2012-1020116,102,2013-03-01
49584,2012-0623213,102,2013-03-25
49585,2013-0128128,309,2013-02-22
49586,2013-0205082,588,2013-02-21
49587,2013-0202187,320,2013-02-06
49588,2013-0202046,156,2013-02-13
49589,2013-0120052,81,2013-02-08
49590,2013-0120158,57,2013-02-07
49591,2013-0112203,214,2013-02-13
49592,2013-0202040,156,2013-02-13
49593,2013-0202214,82,2013-02-25
49594,2012-1120110,80,2013-03-13
49595,2010-0216101,102,2013-03-15
49596,2012-0624130,564,2013-02-15
49597,2012-0804178,2,2013-02-06
49598,2012-1110004,29,2013-03-07
49599,2013-0120057,1651,2013-02-07
49600,2013-0205107,40,2013-02-06
49601,2012-1122092,15,2013-02-28
49602,2011-0418061,52,2013-03-13
49603,2012-0729063,58,2013-03-01
49604,2012-0708072,12,2013-04-02
49605,2012-1201015,684,2013-02-28
49606,2012-1129227,44,2013-03-11
49607,2013-0202083,427,2013-02-26
49608,2013-0205020,62,2013-02-13
49609,2013-0205108,30,2013-02-11
49610,2013-0119146,470,2013-02-08
49611,2012-1030155,5,2013-02-20
49612,2013-0205079,108,2013-02-25
49613,2013-0204138,49,2013-02-06
49614,2012-1211127,112,2013-03-07
49615,2012-0821159,68,2013-02-11
49616,2013-0131214,47,2013-02-08
49617,2013-0205080,52,2013-02-07
49618,2013-0116090,81,2013-02-26
49619,2013-0131124,126,2013-02-26
49620,2012-1224119,32,2013-03-13
49621,2013-0205131,17,2013-02-06
49622,2013-0203114,77,2013-02-13
49623,2012-1207045,31,2013-03-01
49624,2013-0131018,403,2013-03-11
49625,2011-0129030,87,2013-03-19
49626,2012-1227162,71,2013-02-19
49627,2013-0203042,38,2013-02-06
49628,2013-0205154,114,2013-02-13
49629,2013-0202190,1639,2013-02-13
49630,2012-0301094,11,2013-02-20
49631,2012-0810111,15,2013-03-08
49632,2012-0211093,102,2013-03-13
49633,2013-0201100,1652,2013-02-07
49634,2013-0131091,39,2013-02-08
49635,2012-1004207,25,2013-02-08
49636,2012-0810115,76,2013-02-28
49637,2013-0205070,30,2013-02-13
49638,2013-0205199,55,2013-03-14
49639,2013-0202039,71,2013-02-13
49640,2012-1104037,46,2013-02-25
49641,2013-0130050,161,2013-02-26
49642,2013-0201051,77,2013-02-13
49643,2012-1128150,80,2013-02-13
49644,2011-0712081,135,2013-02-08
49645,2012-0515082,31,2013-02-22
49646,2011-0112090,639,2013-03-11
49647,2012-0606183,98,2013-03-20
49648,2012-1207214,32,2013-03-14
49649,2013-0118123,69,2013-02-15
49650,2013-0205177,12,2013-04-09
49651,2013-0205046,30,2013-02-28
49652,2012-0904147,80,2013-03-05
49653,2012-0802123,12,2013-04-09
49654,2013-0130126,161,2013-02-26
49655,2012-0612118,68,2013-02-11
49656,2013-0102179,73,2013-02-28
49657,2013-0108123,107,2013-02-15
49658,2012-1212016,592,2013-02-07
49659,2009-0039904,372,2013-02-11
49660,2012-0613134,99,2013-03-18
49661,2013-0205109,735,2013-02-13
49662,2011-0406143,87,2013-03-06
49663,2013-0203175,427,2013-02-26
49664,2013-0205035,68,2013-03-01
49665,2013-0205161,69,2013-02-27
49666,2013-0131085,69,2013-02-27
49667,2012-1213061,102,2013-03-01
49668,2013-0205081,1653,2013-02-13
49669,2012-0911109,90,2013-03-12
49670,2013-0117139,69,2013-02-14
49671,2012-0614148,15,2013-03-14
49672,2013-0201148,783,2013-02-06
49673,2012-0817153,68,2013-02-11
49674,2013-0202028,348,2013-03-01
49675,2012-1202081,32,2013-03-15
49676,2012-1113003,68,2013-03-12
49677,2011-0726200,296,2013-02-13
49678,2012-0825096,47,2013-03-18
49679,2013-0131055,68,2013-02-07
49680,2012-1209135,68,2013-03-12
49681,2013-0129111,825,2013-03-06
49682,2013-0205213,132,2013-02-07
49683,2013-0108073,170,2013-02-19
49684,2013-0118134,57,2013-02-08
49685,2013-0115106,57,2013-02-13
49686,2013-0205072,4,2013-02-07
49687,2012-1211075,11,2013-02-20
49688,2009-0053116,123,2013-02-26
49689,2012-1118128,47,2013-03-14
49690,2012-0805141,80,2013-02-20
49691,2012-0323129,2,2013-02-25
49692,2012-1024014,74,2013-04-01
49693,2011-0808180,91,2013-02-14
49694,2013-0109157,81,2013-02-08
49695,2012-0629071,37,2013-03-14
49696,2012-0527158,27,2013-03-05
49697,2012-0826119,46,2013-03-06
49698,2013-0130086,1458,2013-02-08
49699,2013-0205170,57,2013-02-27
49700,2013-0203073,73,2013-02-19
49701,2012-0918104,102,2013-03-28
49702,2013-0205192,73,2013-02-27
49703,2013-0205123,15,2013-02-07
49704,2012-0917037,154,2013-02-08
49705,2013-0119077,57,2013-02-15
49706,2012-0713037,100,2013-03-06
49707,2012-1229156,82,2013-03-20
49708,2013-0203056,320,2013-02-11
49709,2013-0205094,49,2013-02-07
49710,2013-0203008,34,2013-02-08
49711,2013-0111198,82,2013-02-26
49712,2013-0201151,1654,2013-02-07
49713,2013-0120150,57,2013-02-07
49714,2013-0202224,73,2013-02-22
49715,2012-0609052,91,2013-02-27
49716,2013-0205130,1655,2013-02-07
49717,2013-0205209,51,2013-02-13
49718,2013-0203049,320,2013-02-08
49719,2013-0109128,193,2013-02-21
49720,2012-1205092,83,2013-03-18
49721,2011-0821148,894,2013-02-15
49722,2013-0205016,309,2013-02-11
49723,2012-1118061,112,2013-02-19
49724,2013-0202213,1003,2013-02-19
49725,2013-0203086,320,2013-02-08
49726,2012-1228157,1656,2013-02-25
49727,2013-0205003,54,2013-03-19
49728,2013-0205047,17,2013-02-07
49729,2012-0605087,3,2013-03-06
49730,2013-0203045,320,2013-02-19
49731,2013-0205151,17,2013-02-19
49732,2013-0130194,403,2013-02-11
49733,2013-0205012,228,2013-02-13
49734,2013-0203012,46,2013-02-21
49735,2012-1023132,72,2013-03-20
49736,2013-0116179,195,2013-02-19
49737,2013-0205201,1657,2013-02-11
49738,2013-0205068,1,2013-02-07
49739,2012-1126111,15,2013-02-14
49740,2013-0205025,49,2013-02-08
49741,2013-0205113,10,2013-02-11
49742,2013-0205027,41,2013-02-26
49743,2013-0117126,81,2013-02-25
49744,2009-0033729,38,2013-03-08
49745,2012-1224077,25,2013-03-14
49746,2012-1221121,25,2013-02-19
49747,2013-0202154,899,2013-02-21
49748,2013-0205062,30,2013-02-26
49749,2012-0524097,1240,2013-02-13
49750,2012-1126062,11,2013-02-20
49751,2012-0914034,90,2013-03-05
49752,2013-0205029,309,2013-02-11
49753,2013-0202223,82,2013-02-28
49754,2012-1214188,99,2013-03-07
49755,2012-1227143,49,2013-02-13
49756,2013-0205014,22,2013-02-13
49757,2011-0625188,91,2013-02-15
49758,2013-0114109,194,2013-02-26
49759,2013-0202088,855,2013-02-21
49760,2013-0202155,82,2013-03-12
49761,2013-0205195,82,2013-03-07
49762,2013-0203101,73,2013-02-22
49763,2013-0201079,9,2013-02-13
49764,2012-1230084,83,2013-03-19
49765,2012-0928068,1,2013-03-05
49766,2012-1031208,25,2013-02-13
49767,2012-1211055,83,2013-04-01
49768,2013-0205178,12,2013-02-26
49769,2012-0806044,194,2013-02-07
49770,2013-0115071,194,2013-02-26
49771,2013-0205084,69,2013-02-26
49772,2012-0904019,5,2013-03-12
49773,2012-1124042,48,2013-03-12
49774,2012-1212196,58,2013-03-27
49775,2013-0205152,41,2013-02-26
49776,2012-1119223,102,2013-03-01
49777,2013-0108064,107,2013-02-26
49778,2013-0131084,81,2013-02-26
49779,2012-1124013,140,2013-02-28
49780,2012-1122102,15,2013-02-28
49781,2013-0205157,41,2013-02-26
49782,2013-0102111,102,2013-03-18
49783,2013-0129103,114,2013-02-27
49784,2013-0109147,25,2013-02-25
49785,2013-0205022,71,2013-02-13
49786,2012-0731088,35,2013-03-06
49787,2012-0714041,11,2013-02-19
49788,2013-0205067,41,2013-02-11
49789,2012-1014046,27,2013-03-05
49790,2012-0313173,11,2013-02-21
49791,2012-1115210,2,2013-02-15
49792,2012-1211073,121,2013-02-26
49793,2013-0201213,49,2013-02-08
49794,2012-1025003,223,2013-03-07
49795,2013-0205063,41,2013-02-11
49796,2012-0625036,4,2013-03-12
49797,2013-0203077,73,2013-02-22
49798,2013-0110149,107,2013-02-19
49799,2012-0805155,140,2013-03-01
49800,2013-0203061,82,2013-03-01
49801,2010-0914062,38,2013-02-21
49802,2013-0106151,214,2013-02-13
49803,2013-0103128,214,2013-02-13
49804,2011-0721173,5,2013-02-20
49805,2013-0201098,129,2013-02-07
49806,2012-1208191,29,2013-02-25
49807,2012-1121070,100,2013-03-08
49808,2013-0202207,320,2013-02-08
49809,2012-1026031,39,2013-03-06
49810,2013-0202159,320,2013-02-14
49811,2013-0202226,51,2013-02-21
49812,2012-1205158,39,2013-02-21
49813,2012-0922178,91,2013-03-06
49814,2012-0813089,11,2013-03-07
49815,2011-0408209,1,2013-03-14
49816,2013-0107199,1236,2013-02-20
49817,2012-0804207,74,2013-04-09
49818,2011-1209189,60,2013-03-11
49819,2013-0202179,320,2013-03-01
49820,2012-1016106,83,2013-02-26
49821,2013-0117088,126,2013-02-26
49822,2013-0203037,82,2013-02-28
49823,2013-0129036,51,2013-02-26
49824,2012-0727072,35,2013-03-05
49825,2012-0621124,66,2013-03-14
49826,2013-0205042,413,2013-02-07
49827,2013-0130142,126,2013-02-26
49828,2013-0205167,30,2013-02-27
49829,2011-0617080,102,2013-03-01
49830,2013-0108075,193,2013-02-20
49831,2013-0205158,41,2013-02-28
49832,2013-0205069,32,2013-02-08
49833,2013-0113095,367,2013-02-19
49834,2013-0205134,17,2013-02-28
49835,2012-0813130,11,2013-03-13
49836,2012-1220069,3,2013-02-14
49837,2013-0205004,132,2013-02-07
49838,2012-0814199,112,2013-02-15
49839,2012-1201189,102,2013-03-20
49840,2012-1220116,25,2013-02-13
49841,2009-1008180,12,2013-03-07
49842,2012-0616039,27,2013-03-12
49843,2013-0119103,194,2013-02-26
49844,2013-0120061,53,2013-02-13
49845,2013-0205110,41,2013-02-27
49846,2012-0604216,102,2013-04-23
49847,2013-0129160,194,2013-02-26
49848,2012-0908074,76,2013-02-07
49849,2012-1012091,45,2013-03-22
49850,2012-0930098,5,2013-03-28
49851,2012-1213188,80,2013-03-08
49852,2012-0918095,27,2013-03-01
49853,2013-0203184,77,2013-02-18
49854,2013-0205187,79,2013-02-19
49855,2012-1211187,32,2013-03-05
49856,2013-0203105,73,2013-02-15
49857,2013-0205162,57,2013-02-28
49858,2013-0110101,25,2013-02-08
49859,2013-0205038,10,2013-02-27
49860,2012-1009099,27,2013-03-01
49861,2013-0204045,367,2013-02-08
49862,2012-1018228,11,2013-02-19
49863,2013-0205147,71,2013-02-13
49864,2013-0205159,22,2013-02-19
49865,2013-0205164,57,2013-02-26
49866,2013-0130067,126,2013-02-26
49867,2013-0205041,30,2013-02-26
49868,2013-0205196,73,2013-02-25
49869,2012-0501090,12,2013-04-09
49870,2013-0124171,45,2013-02-26
49871,2012-1217181,107,2013-03-07
49872,2012-0620116,29,2013-03-06
49873,2013-0116095,81,2013-02-19
49874,2012-0830037,46,2013-02-14
49875,2012-0907123,37,2013-03-19
49876,2013-0203168,121,2013-02-14
49877,2013-0205044,30,2013-02-11
49878,2013-0120083,657,2013-02-13
49879,2013-0116088,81,2013-02-25
49880,2013-0205048,714,2013-02-25
49881,2012-0123002,39,2013-02-14
49882,2012-1218177,51,2013-02-22
49883,2012-0627249,32,2013-03-26
49884,2012-1220148,73,2013-02-19
49885,2013-0205015,62,2013-02-13
49886,2013-0205034,138,2013-02-19
49887,2013-0205054,41,2013-02-11
49888,2012-0920035,74,2013-03-07
49889,2012-0509091,37,2013-02-21
49890,2012-0404048,7,2013-03-12
49891,2013-0111144,194,2013-02-22
49892,2012-1220071,25,2013-02-13
49893,2012-1231131,99,2013-03-15
49894,2011-1223067,98,2013-03-26
49895,2013-0102193,90,2013-03-07
49896,2013-0205127,228,2013-02-07
49897,2012-0824149,68,2013-02-27
49898,2011-0228128,37,2013-02-28
49899,2013-0127101,781,2013-02-22
49900,2011-1020037,20,2013-03-13
49901,2013-0130042,81,2013-02-26
49902,2013-0202221,73,2013-02-22
49903,2012-1001193,68,2013-02-26
49904,2013-0110091,192,2013-02-13
49905,2011-0313006,37,2013-03-11
49906,2011-0911057,35,2013-02-15
49907,2013-0119071,194,2013-02-26
49908,2012-0713243,32,2013-03-27
49909,2013-0205085,15,2013-02-15
49910,2011-1209003,99,2013-03-26
49911,2013-0205188,73,2013-02-22
49912,2013-0205160,30,2013-02-26
49913,2011-0305027,1229,2013-02-14
49914,2013-0109161,25,2013-02-08
49915,2012-0720096,12,2013-02-08
49916,2013-0111152,81,2013-02-19
49917,2013-0131236,115,2013-02-14
49918,2013-0118001,52,2013-03-11
49919,2012-1125062,37,2013-03-18
49920,2012-1129119,112,2013-03-11
49921,2012-1007110,102,2013-03-20
49922,2013-0129156,194,2013-02-26
49923,2013-0204060,1658,2013-02-08
49924,2012-1221065,25,2013-02-19
49925,2013-0126116,2,2013-03-13
49926,2013-0205040,54,2013-03-19
49927,2013-0202225,51,2013-02-21
49928,2012-0715065,80,2013-03-11
49929,2013-0205006,82,2013-02-27
49930,2013-0129057,1287,2013-02-08
49931,2012-0925058,35,2013-02-08
49932,2009-0011180,825,2013-02-07
49933,2013-0101079,83,2013-03-19
49934,2013-0105054,117,2013-02-08
49935,2013-0205124,53,2013-02-19
49936,2013-0131061,114,2013-02-26
49937,2012-0630163,32,2013-03-26
49938,2012-1111062,90,2013-03-05
49939,2012-1026090,39,2013-02-26
49940,2012-1108143,58,2013-03-06
49941,2010-0510029,38,2013-02-19
49942,2012-1113079,47,2013-03-13
49943,2011-1020144,20,2013-03-13
49944,2013-0130039,81,2013-02-26
49945,2013-0205165,69,2013-02-11
49946,2013-0108122,107,2013-02-26
49947,2013-0203183,73,2013-02-22
49948,2010-0903011,55,2013-03-22
49949,2013-0124182,73,2013-02-14
49950,2013-0130122,194,2013-02-26
49951,2012-0828102,68,2013-03-05
49952,2013-0130096,276,2013-02-13
49953,2012-1113099,112,2013-03-06
49954,2012-1203179,27,2013-03-14
49955,2011-1020138,20,2013-03-13
49956,2012-0904114,68,2013-03-20
49957,2013-0205168,57,2013-02-27
49958,2013-0201077,55,2013-03-14
49959,2012-0929086,31,2013-02-26
49960,2013-0111104,170,2013-02-19
49961,2012-1204053,12,2013-04-09
49962,2012-0929144,58,2013-03-01
49963,2013-0205101,12,2013-05-28
49964,2012-1113028,91,2013-02-27
49965,2012-0816086,56,2013-02-19
49966,2009-0044815,4,2013-03-28
49967,2012-0103185,7,2013-03-12
49968,2012-1210014,17,2013-03-14
49969,2012-1006210,32,2013-03-15
49970,2013-0118185,76,2013-03-06
49971,2011-1014077,23,2013-03-05
49972,2013-0203082,77,2013-02-22
49973,2013-0202042,156,2013-02-13
49974,2012-0118134,81,2013-02-19
49975,2012-0303148,46,2013-02-19
49976,2013-0202197,320,2013-02-19
49977,2013-0204170,112,2013-02-21
49978,2009-0046008,74,2013-03-15
49979,2012-1007153,115,2013-02-07
49980,2012-1217074,25,2013-02-22
49981,2013-0102160,82,2013-02-19
49982,2013-0109225,107,2013-02-27
49983,2012-1024162,59,2013-03-14
49984,2013-0110088,15,2013-03-06
49985,2013-0206148,132,2013-02-14
49986,2010-0503212,60,2013-02-25
49987,2011-0524150,23,2013-03-12
49988,2013-0115179,73,2013-02-19
49989,2012-1124149,5,2013-03-14
49990,2013-0127045,1591,2013-02-22
49991,2013-0206072,76,2013-03-11
49992,2013-0206090,41,2013-02-28
49993,2013-0206135,99,2013-02-08
49994,2010-0903188,352,2013-02-15
49995,2013-0119123,41,2013-02-26
49996,2012-1128223,68,2013-02-19
49997,2012-1207118,56,2013-03-14
49998,2013-0109099,81,2013-02-27
49999,2013-0114086,81,2013-02-20
50000,2012-0821075,46,2013-03-27
50001,2012-0527159,100,2013-03-05
50002,2012-0625163,327,2013-03-18
50003,2012-1217053,46,2013-03-06
50004,2012-1228143,82,2013-02-28
50005,2012-0326020,74,2013-02-21
50006,2011-1028140,39,2013-02-21
50007,2013-0206038,251,2013-02-13
50008,2011-0920072,38,2013-03-14
50009,2013-0206054,57,2013-02-28
50010,2013-0206153,22,2013-03-11
50011,2012-1123077,91,2013-03-13
50012,2013-0114138,82,2013-02-11
50013,2012-1205029,159,2013-03-12
50014,2011-0626147,91,2013-03-07
50015,2012-1127098,52,2013-03-12
50016,2012-1227066,25,2013-03-01
50017,2013-0206194,196,2013-03-06
50018,2013-0110074,25,2013-03-11
50019,2012-0724094,46,2013-03-25
50020,2012-1221061,37,2013-03-06
50021,2012-1114025,98,2013-02-28
50022,2013-0206199,55,2013-02-28
50023,2012-1218096,55,2013-02-19
50024,2013-0109152,439,2013-02-13
50025,2013-0206101,30,2013-02-26
50026,2013-0206095,57,2013-02-26
50027,2013-0101039,2,2013-03-12
50028,2013-0114048,107,2013-02-27
50029,2013-0205139,17,2013-02-22
50030,2012-1130055,37,2013-03-19
50031,2013-0206110,41,2013-02-13
50032,2013-0117176,73,2013-02-27
50033,2013-0114062,81,2013-02-27
50034,2012-0526146,1285,2013-02-07
50035,2012-1121068,102,2013-03-25
50036,2013-0115135,126,2013-02-27
50037,2013-0205111,2,2013-02-13
50038,2013-0206166,71,2013-02-14
50039,2013-0201155,6,2013-03-06
50040,2012-1228075,58,2013-03-06
50041,2012-1007177,721,2013-02-15
50042,2012-1119204,44,2013-03-07
50043,2012-0721070,15,2013-03-07
50044,2012-1128024,27,2013-03-07
50045,2012-0617032,27,2013-03-27
50046,2012-0724166,52,2013-03-28
50047,2012-0724168,83,2013-02-26
50048,2013-0121105,25,2013-02-25
50049,2013-0206004,62,2013-02-14
50050,2012-1116075,15,2013-03-29
50051,2012-1228047,7,2013-04-02
50052,2013-0206019,82,2013-03-05
50053,2013-0203072,228,2013-04-08
50054,2013-0117188,73,2013-02-26
50055,2013-0115117,407,2013-02-21
50056,2013-0131038,81,2013-02-27
50057,2012-0830220,52,2013-03-20
50058,2013-0110169,214,2013-02-14
50059,2013-0206096,57,2013-02-13
50060,2012-1118153,98,2013-02-28
50061,2013-0205214,38,2013-02-11
50062,2012-1129141,100,2013-02-28
50063,2013-0206034,1659,2013-02-20
50064,2013-0206037,49,2013-03-11
50065,2012-0818191,7,2013-03-21
50066,2013-0205126,1187,2013-02-07
50067,2013-0114030,30,2013-02-07
50068,2011-0828138,31,2013-03-08
50069,2011-0826214,31,2013-03-08
50070,2013-0205103,25,2013-02-21
50071,2011-0909202,193,2013-02-13
50072,2013-0110135,214,2013-02-14
50073,2013-0206182,28,2013-02-07
50074,2012-0226117,58,2013-03-06
50075,2013-0119067,81,2013-02-27
50076,2012-0308245,87,2013-05-09
50077,2013-0206129,57,2013-02-27
50078,2013-0130038,743,2013-02-14
50079,2009-0026381,87,2013-03-07
50080,2013-0206156,89,2013-03-14
50081,2012-1221022,379,2013-02-07
50082,2013-0110104,25,2013-02-08
50083,2013-0201188,371,2013-02-11
50084,2012-0908179,34,2013-02-26
50085,2012-0908184,34,2013-02-26
50086,2013-0206073,10,2013-02-13
50087,2013-0111040,25,2013-02-13
50088,2012-1126196,112,2013-03-07
50089,2012-1110009,11,2013-02-21
50090,2013-0111043,240,2013-02-19
50091,2012-1202148,32,2013-03-29
50092,2012-1013128,11,2013-03-01
50093,2012-1228159,11,2013-03-01
50094,2013-0107187,7,2013-02-21
50095,2012-0718110,100,2013-03-05
50096,2012-0621179,68,2013-03-11
50097,2011-0407119,25,2013-02-07
50098,2013-0108109,25,2013-02-11
50099,2011-0502094,59,2013-03-13
50100,2013-0206015,103,2013-03-06
50101,2013-0206178,41,2013-02-07
50102,2013-0120065,194,2013-02-27
50103,2013-0129084,25,2013-02-25
50104,2013-0202178,620,2013-02-08
50105,2012-0613082,37,2013-03-20
50106,2013-0131094,10,2013-02-13
50107,2013-0201112,57,2013-02-25
50108,2013-0206136,78,2013-02-08
50109,2012-1108227,59,2013-03-06
50110,2012-1231098,6,2013-02-28
50111,2012-0521093,68,2013-02-28
50112,2012-1220099,1337,2013-03-14
50113,2012-1008067,3,2013-03-07
50114,2013-0206177,708,2013-02-13
50115,2011-0605136,34,2013-03-05
50116,2013-0107088,1,2013-03-06
50117,2013-0206007,22,2013-02-14
50118,2013-0117055,1660,2013-02-15
50119,2012-1216090,7,2013-02-27
50120,2013-0206125,114,2013-02-11
50121,2012-1128064,27,2013-03-07
50122,2013-0116115,39,2013-03-01
50123,2013-0206091,30,2013-02-28
50124,2012-1119151,112,2013-02-08
50125,2010-0301032,825,2013-02-14
50126,2013-0128043,51,2013-02-26
50127,2012-1218066,140,2013-03-17
50128,2012-1224112,44,2013-03-25
50129,2011-0403072,37,2013-03-14
50130,2012-0409193,32,2013-02-20
50131,2013-0204016,114,2013-02-14
50132,2013-0206008,22,2013-02-20
50133,2012-0713152,38,2013-02-15
50134,2012-1004223,48,2013-03-14
50135,2013-0206183,98,2013-02-07
50136,2013-0129074,25,2013-02-25
50137,2012-0929183,28,2013-03-06
50138,2013-0206044,41,2013-02-27
50139,2013-0206062,1,2013-02-13
