id,inmate_id,location_id,date
774,2011-1203041,2,2013-01-15
775,2012-1108147,99,2013-01-16
776,2011-1020029,48,2012-12-18
777,2012-0816067,90,2012-12-14
778,2012-1029076,25,2013-01-08
779,2012-0204166,3,2013-01-07
780,2012-1114011,138,2012-12-13
781,2010-0823232,60,2012-12-13
782,2012-0925158,102,2013-01-04
783,2012-0229117,6,2013-01-29
784,2011-0422109,29,2013-01-15
785,2012-0722127,91,2013-01-02
786,2012-1207069,57,2012-12-27
787,2012-0319201,29,2012-12-19
788,2010-0511170,47,2013-01-07
789,2012-1029117,23,2013-01-08
790,2012-0806187,15,2013-01-04
791,2012-0913109,38,2013-01-22
792,2011-0725094,29,2013-01-07
793,2012-1129141,25,2012-12-26
794,2012-0731041,56,2012-12-27
795,2012-1107033,68,2013-01-11
796,2012-1113194,79,2012-12-17
797,2012-1123088,138,2012-12-14
798,2012-1024002,25,2013-01-24
799,2012-0923176,29,2013-01-08
800,2012-0825195,34,2013-01-07
801,2011-0602168,23,2013-01-24
802,2012-1118158,57,2012-12-14
803,2012-0303017,48,2013-01-02
804,2012-1206087,57,2012-12-24
805,2012-0818191,7,2012-12-20
806,2011-0728031,2,2013-01-15
807,2012-1202045,138,2012-12-18
808,2012-1109156,132,2012-12-18
809,2012-1201114,25,2012-12-28
810,2011-0418018,207,2012-12-14
811,2012-1028197,121,2012-12-18
812,2012-0924068,38,2013-01-08
813,2012-1129057,69,2012-12-21
814,2012-0620174,46,2013-01-16
815,2012-1211078,114,2012-12-17
816,2012-1123038,22,2012-12-14
817,2012-1201051,57,2012-12-14
818,2012-0731167,59,2013-01-16
819,2012-0127112,72,2013-01-14
820,2012-0809105,3,2013-01-08
821,2012-0414060,11,2013-01-08
822,2012-1102112,66,2012-12-27
823,2012-1116185,22,2012-12-17
824,2011-1012137,68,2013-01-09
825,2012-0818196,159,2013-01-09
826,2012-0831163,39,2012-12-20
827,2012-1123009,89,2012-12-14
828,2012-0929226,44,2012-12-19
829,2012-1106142,25,2012-12-18
830,2011-1116167,5,2012-12-14
831,2012-1025181,31,2013-01-15
832,2012-1120080,107,2013-01-03
833,2012-0422139,2,2012-12-27
834,2012-1003209,7,2012-12-20
835,2011-0215128,210,2013-01-09
836,2011-0810235,32,2013-01-22
837,2012-1127084,30,2012-12-18
838,2012-0805056,15,2013-01-03
839,2012-1124107,74,2013-01-16
840,2011-1113144,32,2013-01-09
841,2012-1108157,6,2013-01-24
842,2012-0811100,28,2013-01-22
843,2012-1110016,31,2013-01-08
844,2012-1022095,15,2013-01-11
845,2012-1110066,25,2012-12-27
846,2012-0718241,100,2013-01-11
847,2012-1206197,191,2013-01-03
848,2012-0724107,140,2013-01-08
849,2011-0828138,31,2013-01-07
850,2011-0826214,31,2013-01-07
851,2012-1110042,25,2012-12-28
852,2012-0330084,91,2012-12-14
853,2012-1010138,64,2013-01-11
854,2012-0824218,35,2012-12-21
855,2010-1011227,48,2013-01-10
856,2012-1212117,174,2012-12-31
857,2012-0826001,32,2012-12-20
858,2012-0524109,99,2012-12-13
859,2011-0811229,44,2013-01-16
860,2012-1114104,214,2012-12-18
861,2012-0817239,2,2013-01-10
862,2012-0809065,23,2012-12-17
863,2010-0709108,35,2012-12-17
864,2011-0911115,38,2012-12-18
865,2009-1030177,35,2012-12-18
866,2012-0117086,52,2013-01-18
867,2012-1202164,73,2012-12-21
868,2012-1209081,215,2012-12-24
869,2012-1001144,179,2013-01-15
870,2012-1203146,80,2012-12-13
871,2012-0306196,76,2012-12-20
872,2012-1112122,25,2012-12-26
873,2012-1203090,25,2012-12-31
874,2011-0922196,53,2012-12-18
875,2012-1203131,25,2012-12-31
876,2012-1007177,217,2013-01-11
877,2012-1026193,44,2013-01-04
878,2012-1210052,39,2012-12-20
879,2012-0930049,23,2013-01-09
880,2011-0305113,100,2013-01-08
881,2012-1130082,57,2012-12-20
882,2011-1101057,121,2013-01-24
883,2012-1031128,25,2012-12-19
884,2012-1119204,73,2012-12-17
885,2012-0721070,15,2013-01-07
886,2012-1128024,69,2012-12-18
887,2012-0207046,34,2013-01-08
888,2012-1114125,222,2012-12-17
889,2012-1206086,30,2012-12-26
890,2010-0615230,59,2012-12-17
891,2011-0310226,59,2012-12-17
892,2011-0715021,48,2013-01-15
893,2011-0715015,48,2013-01-15
894,2012-1204163,73,2012-12-26
895,2012-0728072,28,2012-12-20
896,2012-1126087,10,2012-12-20
897,2012-0612050,52,2013-01-21
898,2012-1210051,23,2013-01-10
899,2012-0705138,121,2013-01-22
900,2011-0323175,87,2012-12-19
901,2012-1115211,44,2012-12-27
902,2011-0728156,6,2012-12-14
903,2012-1129047,57,2012-12-17
904,2012-1020044,58,2012-12-17
905,2012-1119209,78,2012-12-18
906,2012-0909097,27,2013-01-08
907,2012-0825066,31,2012-12-19
908,2012-1101038,159,2013-01-23
909,2012-1024002,193,2013-01-24
910,2012-0730102,72,2013-01-14
911,2012-0607112,1,2013-01-10
912,2011-0909202,68,2013-01-09
913,2012-1128116,25,2012-12-26
914,2012-0922150,140,2013-01-08
915,2012-1022184,225,2012-12-27
916,2012-0901180,98,2012-12-13
917,2012-0628241,58,2013-01-15
918,2012-0627093,15,2013-01-04
919,2012-1127099,27,2013-01-03
920,2012-1031218,226,2012-12-13
921,2012-1114165,25,2012-12-27
922,2012-1205026,227,2012-12-13
923,2010-0814204,35,2013-01-15
924,2011-0729145,140,2012-12-20
925,2012-1101023,6,2012-12-18
926,2012-0811154,87,2013-01-31
927,2012-1129106,41,2012-12-18
928,2012-1208145,228,2012-12-18
929,2011-1220185,68,2013-04-18
930,2012-1015122,68,2012-12-27
931,2012-0705129,31,2013-01-08
932,2012-1117047,25,2012-12-28
933,2012-1203096,56,2013-01-03
934,2012-0119043,159,2013-02-07
935,2012-0618077,23,2013-01-09
936,2012-0324114,58,2013-01-17
937,2012-1212100,150,2012-12-18
938,2012-1026219,74,2013-01-18
939,2012-0811075,23,2012-12-17
940,2012-0226117,58,2013-01-07
941,2012-0724167,20,2013-01-16
942,2012-0930110,80,2013-01-10
943,2012-1123055,49,2012-12-26
944,2012-1117151,57,2012-12-14
945,2010-0616223,140,2013-01-07
946,2012-0708093,35,2012-12-19
947,2012-1204187,79,2012-12-19
948,2012-0921109,12,2013-01-15
949,2008-0047089,230,2013-01-18
950,2011-0407064,34,2013-01-17
951,2012-1026103,25,2013-01-17
952,2012-1004075,68,2012-12-17
953,2012-1105178,32,2012-12-21
954,2012-0128199,52,2013-01-15
955,2012-1021160,17,2012-12-14
956,2012-0211023,44,2012-12-20
957,2012-1016191,55,2012-12-17
958,2012-1005102,66,2012-12-18
959,2012-1211057,114,2012-12-17
960,2012-0721169,68,2012-12-27
961,2012-1115120,25,2012-12-21
962,2012-1019201,115,2013-01-04
963,2012-1207009,53,2012-12-21
964,2012-1212152,26,2012-12-14
965,2011-0827086,44,2013-01-16
966,2012-1204176,232,2013-01-02
967,2012-1102063,60,2013-01-04
968,2012-1202212,25,2012-12-28
969,2009-0036277,38,2013-01-09
970,2012-0524147,121,2013-01-03
971,2012-0825055,1,2013-01-13
972,2012-0816120,234,2013-01-08
973,2012-1108115,25,2012-12-19
974,2012-1130020,77,2012-12-18
975,2012-1020090,52,2013-01-16
976,2012-0307047,27,2013-01-09
977,2012-1102219,99,2012-12-14
978,2010-0111144,91,2012-12-18
979,2012-0828099,90,2013-01-11
980,2011-1114063,31,2012-12-19
981,2012-0616143,46,2012-12-17
982,2012-1029069,25,2013-01-17
983,2012-1123061,25,2012-12-20
984,2012-0917046,66,2013-01-03
985,2012-1108021,22,2012-12-13
986,2012-1126100,57,2012-12-19
987,2012-0424107,23,2012-12-27
988,2012-1114119,81,2013-01-02
989,2012-1122013,27,2012-12-18
990,2010-0319193,139,2013-01-28
991,2012-1119127,69,2012-12-13
992,2012-0516159,72,2013-01-07
993,2012-0308245,87,2013-01-10
994,2012-0530211,140,2012-12-27
995,2012-1205133,69,2012-12-28
996,2011-0518071,52,2012-12-13
997,2012-0806131,35,2013-01-07
998,2012-1116198,54,2013-01-16
999,2010-0319008,48,2012-12-14
1000,2012-1130109,69,2012-12-26
1001,2012-1019014,5,2013-01-23
1002,2012-1019085,68,2012-12-19
1003,2012-0927146,83,2013-01-09
1004,2011-0306121,47,2013-01-08
1005,2012-0820096,115,2013-01-08
1006,2012-0510047,52,2013-01-14
1007,2012-1204052,12,2013-02-05
1008,2011-1230040,4,2012-12-13
1009,2012-0801127,80,2012-12-19
1010,2011-1129172,4,2013-02-04
1011,2012-1201155,81,2013-01-16
1012,2009-0043958,102,2012-12-14
1013,2011-1102002,59,2013-01-07
1014,2012-1209137,228,2012-12-20
1015,2012-0105089,59,2012-12-17
1016,2012-0602071,31,2013-01-04
1017,2012-0811153,4,2013-01-22
1018,2012-0821069,2,2012-12-21
1019,2012-1125067,22,2012-12-17
1020,2012-0613025,4,2012-12-20
1021,2012-0330126,2,2013-01-17
1022,2010-1118224,45,2013-01-16
1023,2012-0429025,5,2013-01-07
1024,2012-0727111,39,2012-12-17
1025,2012-1206177,78,2012-12-14
1026,2012-1106108,29,2013-01-04
1027,2012-1116084,25,2012-12-27
1028,2012-1029016,45,2013-01-08
1029,2012-1126110,69,2012-12-18
1030,2012-0728158,12,2013-01-16
1031,2012-0908171,241,2012-12-13
1032,2012-0601172,59,2013-01-17
1033,2012-1205090,114,2012-12-17
1034,2012-1019069,115,2013-01-07
1035,2012-0808131,39,2013-01-07
1036,2012-0808127,20,2012-12-13
1037,2012-1103099,32,2012-12-20
1038,2011-1202145,3,2012-12-18
1039,2009-0026381,87,2013-01-04
1040,2012-0327084,47,2013-01-17
1041,2012-0814068,1,2012-12-17
1042,2012-0517153,34,2013-01-09
1043,2012-1027045,1,2012-12-19
1044,2012-1205221,79,2012-12-19
1045,2012-0319133,102,2013-01-15
1046,2012-0326162,87,2013-01-08
1047,2012-1009120,29,2013-01-03
1048,2012-1202137,228,2012-12-13
1049,2012-1205039,247,2012-12-26
1050,2012-0510194,27,2012-12-28
1051,2011-0825216,47,2013-01-10
1052,2012-0824200,56,2012-12-27
1053,2012-0801043,115,2013-01-29
1054,2012-0108057,45,2012-12-17
1055,2012-0810106,248,2013-01-29
1056,2012-0608107,76,2012-12-19
1057,2008-0090184,59,2012-12-18
1058,2012-1004145,4,2013-01-07
1059,2012-0419086,1,2012-12-17
1060,2012-1107073,25,2012-12-20
1061,2012-1122080,108,2012-12-13
1062,2012-0919189,72,2013-01-03
1063,2011-0727187,48,2013-01-02
1064,2012-0909037,72,2012-12-20
1065,2012-0306044,31,2013-01-14
1066,2012-1211014,108,2013-01-02
1067,2012-1029122,25,2013-01-15
1068,2010-0507157,37,2013-01-24
1069,2012-0912107,102,2013-01-08
1070,2012-1116062,83,2013-01-11
1071,2012-0816212,37,2013-01-23
1072,2012-1112079,25,2012-12-24
1073,2012-1111050,25,2012-12-27
1074,2011-0121134,38,2013-01-22
1075,2011-1029049,102,2012-12-17
1076,2012-0227108,58,2012-12-14
1077,2011-1202001,68,2013-02-04
1078,2012-1207133,69,2012-12-13
1079,2012-0822053,68,2013-01-08
1080,2012-1207126,41,2012-12-24
1081,2012-1007135,102,2013-01-03
1082,2011-0623123,55,2012-12-19
1083,2012-0427225,140,2012-12-17
1084,2012-1205207,39,2012-12-27
1085,2012-1006205,251,2012-12-26
1086,2012-1207159,82,2013-01-02
1087,2012-0613126,99,2012-12-13
1088,2012-1114061,25,2012-12-19
1089,2012-1118119,57,2012-12-13
1090,2012-1212177,26,2012-12-13
1091,2012-1018244,28,2013-01-03
1092,2012-1121162,73,2013-01-02
1093,2012-0530078,27,2013-01-03
1094,2012-0725102,11,2013-01-07
1095,2012-1022179,48,2013-01-03
1096,2012-1211064,57,2012-12-31
1097,2012-0614100,27,2012-12-26
1098,2011-0525181,32,2013-02-19
1099,2012-1017017,82,2012-12-20
1100,2012-1121114,57,2012-12-13
1101,2012-0509136,27,2012-12-21
1102,2012-0627114,38,2013-01-08
1103,2012-1009137,26,2013-01-07
1104,2012-1112129,5,2012-12-18
1105,2012-0915098,38,2012-12-13
1106,2012-0908179,34,2013-01-07
1107,2012-0908184,34,2013-01-07
1108,2012-0217157,35,2013-01-08
1109,2012-1025270,87,2013-01-09
1110,2012-1005029,48,2013-01-16
1111,2012-1012199,66,2012-12-20
1112,2012-0901119,35,2013-01-16
1113,2012-1126082,10,2012-12-19
1114,2012-1206126,41,2012-12-26
1115,2012-1206191,44,2013-01-24
1116,2012-1204047,102,2013-01-31
1117,2012-0907136,34,2012-12-21
1118,2012-0512070,74,2012-12-19
1119,2011-0224158,72,2013-01-10
1120,2006-0004242,74,2013-01-15
1121,2012-0904129,179,2013-01-09
1122,2012-0805108,59,2013-01-08
1123,2012-0404123,66,2012-12-17
1124,2011-0705077,112,2013-01-18
1125,2012-0708119,39,2013-01-07
1126,2012-1205120,194,2012-12-31
1127,2012-0922132,7,2013-01-15
1128,2011-0611124,80,2012-12-17
1129,2012-0125098,15,2013-01-04
1130,2012-0927219,83,2013-01-03
1131,2012-0726046,34,2012-12-28
1132,2012-1201121,57,2012-12-18
1133,2011-0602062,23,2013-01-23
1134,2012-0126108,37,2013-01-11
1135,2012-1029181,256,2013-01-07
1136,2012-0425108,47,2012-12-20
1137,2012-1206034,17,2012-12-18
1138,2012-0925020,4,2012-12-13
1139,2012-1123068,257,2013-01-10
1140,2012-0531199,28,2012-12-18
1141,2012-1126196,112,2012-12-19
1142,2012-1116205,73,2012-12-13
1143,2012-1110009,11,2013-01-07
1144,2012-0927113,140,2012-12-13
1145,2012-0828116,68,2013-01-24
1146,2012-1113176,159,2012-12-27
1147,2012-1110005,100,2013-01-29
1148,2011-0713075,48,2012-12-19
1149,2012-1113084,25,2012-12-26
1150,2012-0714080,31,2013-01-02
1151,2012-0929191,23,2013-01-17
1152,2012-1202087,41,2012-12-18
1153,2012-1210141,116,2012-12-19
1154,2012-1025242,87,2012-12-20
1155,2012-0619047,37,2013-01-03
1156,2012-1201145,57,2012-12-19
1157,2012-0707167,28,2012-12-18
1158,2012-1004122,56,2012-12-13
1159,2012-0317164,39,2013-01-07
1160,2012-1202148,73,2012-12-21
1161,2012-1013128,11,2013-01-08
1162,2012-1210069,10,2013-01-02
1163,2012-1211159,259,2013-01-04
1164,2012-1209123,10,2012-12-14
1165,2011-1010137,6,2013-01-03
1166,2012-0915086,98,2013-01-16
1167,2012-0917055,12,2012-12-17
1168,2012-0904081,37,2013-01-17
1169,2012-0711145,99,2012-12-20
1170,2012-0716135,68,2013-01-15
1171,2012-1122140,54,2012-12-19
1172,2012-1109189,32,2012-12-18
1173,2012-0128133,23,2013-01-08
1174,2012-1210025,22,2012-12-24
1175,2011-1228117,100,2013-01-07
1176,2012-0817148,91,2013-01-11
1177,2012-0825173,76,2012-12-20
1178,2012-0624173,112,2012-12-20
1179,2012-1028162,156,2013-02-19
1180,2012-0529023,29,2013-01-11
1181,2012-1115212,25,2012-12-13
1182,2010-0806120,80,2013-03-05
1183,2012-1212189,67,2013-01-14
1184,2012-0808073,56,2012-12-28
1185,2012-0901099,15,2013-01-11
1186,2010-0806174,80,2013-03-05
1187,2012-0925133,121,2013-01-08
1188,2011-0520133,52,2012-12-21
1189,2012-1004169,68,2013-01-09
1190,2012-1031024,68,2013-01-04
1191,2011-1119125,102,2013-01-15
1192,2012-1201043,89,2012-12-17
1193,2012-0718110,100,2012-12-20
1194,2010-0519030,45,2012-12-13
1195,2012-0904121,29,2012-12-14
1196,2012-0821146,90,2013-01-10
1197,2012-1123006,89,2012-12-14
1198,2012-0825079,102,2013-01-03
1199,2012-0913210,6,2012-12-19
1200,2012-0621179,68,2013-01-08
1201,2012-1204167,32,2013-01-08
1202,2012-0209089,27,2012-12-20
1203,2012-1202021,57,2012-12-19
1204,2012-1212121,153,2013-01-03
1205,2011-1123094,100,2013-01-03
1206,2011-0407119,23,2013-01-23
1207,2006-0066096,60,2012-12-17
1208,2012-1129081,25,2012-12-27
1209,2012-1111148,68,2013-01-14
1210,2012-0717112,1,2013-01-14
1211,2012-1204065,57,2012-12-27
1212,2012-0915221,28,2012-12-14
1213,2012-0504201,100,2013-01-02
1214,2012-0726074,102,2012-12-14
1215,2012-0617108,32,2012-12-27
1216,2012-1111152,25,2012-12-20
1217,2012-1017115,47,2012-12-27
1218,2012-1106111,25,2012-12-20
1219,2012-1129147,57,2012-12-18
1220,2011-0416056,58,2012-12-19
1221,2012-0411045,80,2012-12-18
1222,2012-0712126,27,2013-01-16
1223,2012-0621175,39,2013-01-03
1224,2012-1207136,259,2012-12-13
1225,2012-1128190,103,2012-12-14
1226,2012-0602045,102,2013-01-30
1227,2012-1001109,1,2012-12-18
1228,2012-1211131,73,2012-12-13
1229,2012-0907191,28,2012-12-13
1230,2011-0603223,23,2012-12-27
1231,2012-1209117,57,2012-12-27
1232,2012-1019116,37,2013-01-11
1233,2012-0801126,15,2013-01-04
1234,2012-1002179,49,2012-12-21
1235,2012-0731051,263,2013-01-22
1236,2011-1102151,39,2013-01-17
1237,2012-0216171,5,2012-12-13
1238,2012-0803171,4,2012-12-18
1239,2012-0724127,3,2013-01-08
1240,2011-0521044,23,2013-01-03
1241,2012-1109060,25,2012-12-20
1242,2012-1125063,81,2013-01-02
1243,2012-1208198,89,2012-12-24
1244,2011-0630187,68,2013-01-16
1245,2011-0502094,59,2013-01-07
1246,2012-0413033,45,2013-01-14
1247,2012-0109039,72,2012-12-18
1248,2012-0719193,91,2012-12-17
1249,2011-1124134,68,2013-01-02
1250,2012-0810074,100,2012-12-14
1251,2012-1109187,32,2012-12-18
1252,2012-1025037,38,2012-12-21
1253,2012-1112157,115,2012-12-27
1254,2012-1010107,27,2013-01-11
1255,2010-0922128,38,2012-12-18
1256,2012-1208053,73,2012-12-26
1257,2012-1004256,98,2012-12-19
1258,2012-0526175,83,2013-01-31
1259,2011-1123076,12,2013-01-28
1260,2012-1128225,73,2012-12-28
1261,2012-0517141,39,2012-12-18
1262,2012-0220138,47,2012-12-17
1263,2012-0927127,58,2012-12-13
1264,2011-0102140,121,2012-12-13
1265,2012-1105182,32,2012-12-21
1266,2012-0815106,140,2013-01-07
1267,2011-1012105,102,2013-01-24
1268,2012-1211095,17,2012-12-14
1269,2012-1017223,35,2012-12-13
1270,2012-1019101,25,2013-01-14
1271,2012-0308157,12,2013-01-17
1272,2012-0914198,7,2013-01-11
1273,2012-0804197,225,2013-01-11
1274,2009-0062896,5,2013-01-18
1275,2012-1119122,25,2012-12-17
1276,2012-0721082,23,2012-12-20
1277,2012-0607228,100,2013-01-08
1278,2011-0616094,47,2013-01-09
1279,2012-1116140,31,2013-02-14
1280,2012-1121174,7,2013-01-28
1281,2012-0529090,55,2012-12-21
1282,2011-0422226,28,2012-12-13
1283,2012-1202118,30,2012-12-19
1284,2011-0824257,55,2013-01-15
1285,2012-0603138,100,2012-12-14
1286,2012-0825183,100,2013-01-03
1287,2008-0090183,59,2013-01-14
1288,2012-0914226,47,2012-12-20
1289,2012-0912070,83,2013-01-09
1290,2010-0129205,4,2012-12-27
1291,2012-1207065,35,2013-01-07
1292,2012-0930009,20,2013-01-10
1293,2012-0815196,32,2013-01-11
1294,2012-1210042,69,2013-01-02
1295,2012-0906107,99,2012-12-19
1296,2012-0416085,27,2013-01-16
1297,2012-0825110,35,2013-01-03
1298,2012-0421057,37,2013-01-08
1299,2012-0330154,2,2013-01-02
1300,2012-1013093,48,2013-01-15
1301,2012-0203141,159,2013-01-08
1302,2012-1122040,25,2012-12-19
1303,2012-0409077,72,2012-12-28
1304,2011-0925157,52,2012-12-19
1305,2012-1212095,150,2012-12-17
1306,2012-1001079,5,2012-12-17
1307,2012-0720044,5,2013-01-02
1308,2012-0613082,37,2013-01-03
1309,2012-0924038,27,2013-01-10
1310,2012-0917049,2,2013-01-03
1311,2012-1004118,68,2013-01-23
1312,2012-0411104,100,2013-01-08
1313,2012-0720049,55,2013-01-24
1314,2011-0519099,66,2012-12-19
1315,2012-0719100,38,2013-01-07
1316,2010-1218130,34,2013-01-11
1317,2012-0127086,12,2013-01-29
1318,2012-1031233,78,2013-01-11
1319,2012-1110013,23,2013-01-17
1320,2011-1208074,100,2013-01-14
1321,2012-1204123,72,2012-12-21
1322,2012-0423195,35,2012-12-19
1323,2012-1011099,273,2013-01-24
1324,2011-0330051,140,2013-01-07
1325,2009-0038708,140,2012-12-18
1326,2012-0315113,15,2013-02-20
1327,2011-0829186,2,2012-12-19
1328,2011-1123015,275,2013-01-15
1329,2012-1206083,276,2012-12-19
1330,2012-0714007,100,2013-01-09
1331,2011-1025092,1,2013-01-09
1332,2012-0417103,112,2013-01-10
1333,2012-1107081,99,2013-01-04
1334,2012-0916119,55,2013-01-22
1335,2012-0414071,112,2013-01-10
1336,2012-1007018,98,2013-01-10
1337,2012-1206136,81,2013-01-02
1338,2012-0905090,6,2013-01-04
1339,2012-1126204,77,2012-12-18
1340,2012-1005206,3,2012-12-13
1341,2012-0811059,68,2012-12-13
1342,2012-0927147,38,2012-12-13
1343,2012-1128157,5,2012-12-17
1344,2012-1104044,22,2012-12-18
1345,2012-1108227,5,2012-12-17
1346,2012-1016118,91,2012-12-17
1347,2012-1005060,39,2013-01-02
1348,2012-0808014,4,2013-01-11
1349,2012-1003221,59,2012-12-19
1350,2012-0802187,32,2012-12-21
1351,2012-0119146,1,2013-02-13
1352,2012-1202043,41,2012-12-19
1353,2012-1107133,20,2013-01-15
1354,2012-0808104,6,2012-12-14
1355,2012-1013108,39,2012-12-18
1356,2012-0521093,68,2013-02-06
1357,2011-1022133,112,2013-01-29
1358,2012-1212213,61,2012-12-14
1359,2011-1009106,20,2013-01-17
1360,2012-1207106,69,2012-12-24
1361,2012-1008067,3,2013-01-09
1362,2012-1025107,214,2013-01-16
1363,2012-1122054,25,2012-12-19
1364,2011-1107001,80,2013-01-28
1365,2010-0919106,38,2012-12-20
1366,2011-0130151,80,2013-01-28
1367,2010-0318052,102,2013-01-22
1368,2012-0726059,100,2013-01-29
1369,2010-0510018,74,2013-01-22
1370,2012-0807018,98,2013-01-16
1371,2012-1211041,71,2012-12-19
1372,2012-0121070,83,2013-01-08
1373,2011-1204116,102,2013-01-08
1374,2012-0209261,1,2013-01-22
1375,2006-0059529,47,2012-12-18
1376,2012-0824127,76,2012-12-17
1377,2012-1018123,91,2012-12-19
1378,2012-0801095,38,2013-01-23
1379,2011-0605136,34,2013-01-25
1380,2012-1112120,80,2012-12-13
1381,2011-0720125,91,2013-01-07
1382,2012-1006006,32,2013-01-09
1383,2012-0905138,23,2013-01-04
1384,2010-1014191,52,2013-01-30
1385,2012-1116066,112,2013-01-16
1386,2010-0618140,121,2012-12-18
1387,2012-1002038,98,2013-01-17
1388,2012-1003183,90,2013-01-04
1389,2012-0616080,6,2012-12-17
1390,2011-0920084,35,2012-12-13
1391,2011-1119180,47,2012-12-18
1392,2012-1209046,132,2013-01-03
1393,2012-1026234,32,2013-01-17
1394,2011-1122131,27,2012-12-13
1395,2012-0527139,80,2012-12-17
1396,2012-0718101,2,2012-12-14
1397,2012-0909062,98,2013-01-28
1398,2012-0323118,76,2013-01-07
1399,2012-0721077,28,2013-01-15
1400,2012-0202025,5,2013-01-23
1401,2012-0721166,68,2012-12-18
1402,2012-0203062,37,2012-12-27
1403,2012-0920174,72,2013-01-14
1404,2012-0504186,46,2013-01-16
1405,2012-0731019,5,2012-12-13
1406,2012-0921208,32,2012-12-13
1407,2012-1002068,80,2012-12-18
1408,2012-0628058,83,2013-01-22
1409,2011-1219131,58,2013-01-15
1410,2011-1027025,5,2013-01-08
1411,2012-0405249,27,2013-01-03
1412,2012-1201107,55,2013-01-22
1413,2012-1029152,102,2013-01-22
1414,2012-0424083,58,2013-01-17
1415,2012-0731116,1,2012-12-19
1416,2008-0073648,20,2013-01-03
1417,2011-1122133,27,2012-12-13
1418,2012-1110202,25,2012-12-26
1419,2012-1212076,88,2012-12-20
1420,2012-0807120,47,2012-12-21
1421,2012-0322116,23,2012-12-21
1422,2012-0726219,87,2012-12-14
1423,2012-0403078,34,2012-12-13
1424,2012-1104051,25,2013-01-07
1425,2012-1015050,140,2012-12-27
1426,2011-0831210,32,2013-01-08
1427,2012-0615172,35,2013-01-14
1428,2012-0912116,29,2013-01-10
1429,2012-0825114,52,2012-12-27
1430,2012-1211146,30,2012-12-13
1431,2012-1119090,68,2013-01-23
1432,2012-0317166,90,2013-01-03
1433,2012-0515093,15,2013-01-03
1434,2012-1023122,91,2013-01-16
1435,2012-1122083,30,2012-12-13
1436,2012-1103169,38,2012-12-18
1437,2012-1021144,34,2012-12-13
